link-href,title,genres,release_time,developer,publisher,description,price,reduced_price
https://store.steampowered.com/app/1222370/Necromunda_Hired_Gun/?snr=1_7_7_globaltopsellers_150_2,Necromunda: Hired Gun,"[{""genres"":""Action""},{""genres"":""Adventure""},{""genres"":""Warhammer 40K""},{""genres"":""Shooter""},{""genres"":""First-Person""},{""genres"":""Action-Adventure""},{""genres"":""Violent""},{""genres"":""Gore""},{""genres"":""FPS""},{""genres"":""Singleplayer""},{""genres"":""Combat""},{""genres"":""Games Workshop""},{""genres"":""Dog""}]","1 Jun, 2021",Streum On Studio,null,"Become a Hired Gun. The money’s good, the dog’s loyal, and the gun’s reliable. Embark on a fast-paced, violent, and thrilling FPS set in the darkest reaches of Warhammer 40,000’s most infamous hive city.",null,¥ 125.80
https://store.steampowered.com/app/582010/Monster_Hunter_World/?snr=1_7_7_globaltopsellers_150_1,Monster Hunter: World,"[{""genres"":""Co-op""},{""genres"":""Multiplayer""},{""genres"":""Action""},{""genres"":""Open World""},{""genres"":""RPG""},{""genres"":""Third Person""},{""genres"":""Character Customization""},{""genres"":""Adventure""},{""genres"":""Fantasy""},{""genres"":""Difficult""},{""genres"":""Singleplayer""},{""genres"":""Action RPG""},{""genres"":""Exploration""},{""genres"":""Great Soundtrack""},{""genres"":""Replay Value""},{""genres"":""Atmospheric""},{""genres"":""Hack and Slash""},{""genres"":""JRPG""},{""genres"":""Souls-like""},{""genres"":""MMORPG""}]","9 Aug, 2018","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Welcome to a new world! In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.",null,¥ 133
https://store.steampowered.com/app/1222730/STAR_WARS_Squadrons/?snr=1_7_7_globaltopsellers_150_2,STAR WARS™: Squadrons,"[{""genres"":""Flight""},{""genres"":""Space""},{""genres"":""Multiplayer""},{""genres"":""VR""},{""genres"":""Sci-fi""},{""genres"":""Singleplayer""},{""genres"":""Action""},{""genres"":""Simulation""},{""genres"":""First-Person""},{""genres"":""PvP""},{""genres"":""Online Co-Op""},{""genres"":""Spaceships""},{""genres"":""Co-op""},{""genres"":""Shooter""},{""genres"":""Controller""},{""genres"":""Space Sim""},{""genres"":""Adventure""},{""genres"":""Female Protagonist""},{""genres"":""Strategy""},{""genres"":""Open World""}]","1 Oct, 2020",MOTIVE,Electronic Arts,"Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and buckle up in a thrilling STAR WARS™ story.",null,¥ 79
https://store.steampowered.com/app/892970/Valheim/?snr=1_7_7_globaltopsellers_150_1,Valheim,"[{""genres"":""Open World Survival Craft""},{""genres"":""Survival""},{""genres"":""Online Co-Op""},{""genres"":""Open World""},{""genres"":""Crafting""},{""genres"":""Building""},{""genres"":""Exploration""},{""genres"":""Multiplayer""},{""genres"":""Co-op""},{""genres"":""Base Building""},{""genres"":""Mythology""},{""genres"":""Sandbox""},{""genres"":""Adventure""},{""genres"":""Sailing""},{""genres"":""RPG""},{""genres"":""Early Access""},{""genres"":""Action""},{""genres"":""Indie""},{""genres"":""PvP""},{""genres"":""Fishing""}]","2 Feb, 2021",Iron Gate AB,Coffee Stain Publishing,"A brutal exploration and survival game for 1-10 players, set in a procedurally-generated purgatory inspired by viking culture. Battle, build, and conquer your way to a saga worthy of Odin’s patronage!",¥ 70,null
https://store.steampowered.com/app/1233590/Warhammer_Age_of_Sigmar_Storm_Ground/?snr=1_7_7_globaltopsellers_150_2,Warhammer Age of Sigmar: Storm Ground,"[{""genres"":""Strategy""},{""genres"":""Turn-Based Strategy""},{""genres"":""Fantasy""},{""genres"":""Turn-Based Tactics""},{""genres"":""Top-Down""},{""genres"":""PvP""},{""genres"":""Games Workshop""},{""genres"":""Multiplayer""},{""genres"":""Singleplayer""},{""genres"":""Roguelite""},{""genres"":""Roguelike""},{""genres"":""Warhammer 40K""}]","26 May, 2021",Gasket Games,null,"Conquer the Mortal Realms! The first strategy videogame adaptation of Age of Sigmar’s dark-fantasy universe. Lead your highly-customisable force in challenging roguelike campaigns, unlocking new units, equipment and skills in dynamic, turn-based warfare.",null,¥ 125.80
https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_globaltopsellers_150_1,BeamNG.drive,"[{""genres"":""Simulation""},{""genres"":""Driving""},{""genres"":""Destruction""},{""genres"":""Physics""},{""genres"":""Automobile Sim""},{""genres"":""Realistic""},{""genres"":""Open World""},{""genres"":""Racing""},{""genres"":""Sandbox""},{""genres"":""Moddable""},{""genres"":""Singleplayer""},{""genres"":""Early Access""},{""genres"":""Exploration""},{""genres"":""First-Person""},{""genres"":""Funny""},{""genres"":""Third Person""},{""genres"":""Action""},{""genres"":""Adventure""},{""genres"":""Flight""},{""genres"":""Arcade""}]","29 May, 2015",BeamNG,BeamNG,A dynamic soft-body physics vehicle simulator capable of doing just about anything.,null,¥ 64
https://store.steampowered.com/app/12210/Grand_Theft_Auto_IV_The_Complete_Edition/?snr=1_7_7_globaltopsellers_150_2,Grand Theft Auto IV: The Complete Edition,"[{""genres"":""Open World""},{""genres"":""Action""},{""genres"":""Automobile Sim""},{""genres"":""Multiplayer""},{""genres"":""Third Person""},{""genres"":""Crime""},{""genres"":""Adventure""},{""genres"":""Singleplayer""},{""genres"":""Third-Person Shooter""},{""genres"":""Sandbox""},{""genres"":""Moddable""},{""genres"":""Shooter""},{""genres"":""Physics""},{""genres"":""Atmospheric""},{""genres"":""Funny""},{""genres"":""Classic""},{""genres"":""Dark Humor""},{""genres"":""Gore""},{""genres"":""Co-op""},{""genres"":""Satire""}]","24 Mar, 2020",Rockstar North,Rockstar Games,"Niko Bellic, Johnny Klebitz and Luis Lopez all have one thing in common - they live in the worst city in America. Liberty City worships money and status, and is heaven for those who have them and a living nightmare for those who don't.",null,¥ 29
https://store.steampowered.com/app/1426210/It_Takes_Two/?snr=1_7_7_globaltopsellers_150_1,It Takes Two,"[{""genres"":""Co-op""},{""genres"":""Adventure""},{""genres"":""Split Screen""},{""genres"":""Puzzle""},{""genres"":""Puzzle Platformer""},{""genres"":""3D Platformer""},{""genres"":""Platformer""},{""genres"":""Story Rich""},{""genres"":""Action-Adventure""},{""genres"":""Local Co-Op""},{""genres"":""Female Protagonist""},{""genres"":""Action""},{""genres"":""Multiplayer""},{""genres"":""Co-op Campaign""},{""genres"":""Atmospheric""},{""genres"":""Local Multiplayer""},{""genres"":""Emotional""},{""genres"":""Online Co-Op""},{""genres"":""Exploration""},{""genres"":""Minigames""}]","25 Mar, 2021",Hazelight,Electronic Arts,Embark on the craziest journey of your life in It Takes Two. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges.,It Takes Two Friend's Pass,null
https://store.steampowered.com/app/251570/7_Days_to_Die/?snr=1_7_7_globaltopsellers_150_1,7 Days to Die,"[{""genres"":""Early Access""},{""genres"":""Survival""},{""genres"":""Voxel""},{""genres"":""Zombies""},{""genres"":""Post-apocalyptic""},{""genres"":""Open World""},{""genres"":""Open World Survival Craft""},{""genres"":""Simulation""},{""genres"":""Exploration""},{""genres"":""Base Building""},{""genres"":""Strategy""},{""genres"":""Multiplayer""},{""genres"":""Procedural Generation""},{""genres"":""Tower Defense""},{""genres"":""Character Customization""},{""genres"":""Online Co-Op""},{""genres"":""Sandbox""},{""genres"":""Building""},{""genres"":""FPS""},{""genres"":""Action""}]","13 Dec, 2013",The Fun Pimps,The Fun Pimps Entertainment LLC,"7 Days to Die is an open-world game that is a unique combination of first person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!",null,¥ 23
https://store.steampowered.com/app/1096530/Solasta_Crown_of_the_Magister/?snr=1_7_7_globaltopsellers_150_1,Solasta: Crown of the Magister,"[{""genres"":""RPG""},{""genres"":""Dungeons & Dragons""},{""genres"":""Choices Matter""},{""genres"":""Early Access""},{""genres"":""Tactical""},{""genres"":""Character Customization""},{""genres"":""Fantasy""},{""genres"":""Party-Based RPG""},{""genres"":""CRPG""},{""genres"":""Tactical RPG""},{""genres"":""Story Rich""},{""genres"":""Turn-Based Tactics""},{""genres"":""Top-Down""},{""genres"":""3D""},{""genres"":""Dragons""},{""genres"":""Singleplayer""},{""genres"":""Team-Based""},{""genres"":""Strategy""},{""genres"":""Turn-Based Strategy""},{""genres"":""Turn-Based Combat""},{""genres"":""RPG""},{""genres"":""Singleplayer""},{""genres"":""Story Rich""},{""genres"":""Strategy""}]","27 May, 2021",Tactical Adventures,Tactical Adventures,"Roll for initiative, take attacks of opportunity, manage player location and the verticality of the battle field in this upcoming Turn-Based Tactical RPG based on the SRD 5.1 Ruleset. In Solasta, you make the choices, dice decide your destiny.",null,¥ 103
https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/?snr=1_7_7_globaltopsellers_150_2,theHunter: Call of the Wild™,"[{""genres"":""Hunting""},{""genres"":""Open World""},{""genres"":""Multiplayer""},{""genres"":""Simulation""},{""genres"":""First-Person""},{""genres"":""Shooter""},{""genres"":""Adventure""},{""genres"":""Realistic""},{""genres"":""Survival""},{""genres"":""Co-op""},{""genres"":""FPS""},{""genres"":""Action""},{""genres"":""Singleplayer""},{""genres"":""Walking Simulator""},{""genres"":""Atmospheric""},{""genres"":""Online Co-Op""},{""genres"":""Sports""},{""genres"":""Combat""},{""genres"":""Strategy""},{""genres"":""Gore""}]","16 Feb, 2017",Expansive Worlds,Expansive Worlds,"Experience an atmospheric hunting game like no other in this realistic and visually breathtaking open world. Immerse yourself in the atmospheric single player campaign, or share the ultimate hunting experience with friends.",null,¥ 21
https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_globaltopsellers_150_1,Phasmophobia,"[{""genres"":""Horror""},{""genres"":""Online Co-Op""},{""genres"":""Multiplayer""},{""genres"":""Psychological Horror""},{""genres"":""Co-op""},{""genres"":""Supernatural""},{""genres"":""VR""},{""genres"":""First-Person""},{""genres"":""Investigation""},{""genres"":""Dark""},{""genres"":""Mystery""},{""genres"":""Detective""},{""genres"":""Demons""},{""genres"":""Early Access""},{""genres"":""Thriller""},{""genres"":""Indie""},{""genres"":""3D""},{""genres"":""Action""},{""genres"":""Tactical""},{""genres"":""Lovecraftian""}]","18 Sep, 2020",Kinetic Games,Kinetic Games,Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost hunting equipment at your disposal in order to gather as much evidence as you can.,¥ 47,null
https://store.steampowered.com/app/848450/Subnautica_Below_Zero/?snr=1_7_7_globaltopsellers_150_1,Subnautica: Below Zero,"[{""genres"":""Open World Survival Craft""},{""genres"":""Survival""},{""genres"":""Underwater""},{""genres"":""Open World""},{""genres"":""Singleplayer""},{""genres"":""Exploration""},{""genres"":""Adventure""},{""genres"":""Base Building""},{""genres"":""Horror""},{""genres"":""Crafting""},{""genres"":""First-Person""},{""genres"":""Early Access""},{""genres"":""Aliens""},{""genres"":""Survival Horror""},{""genres"":""Sci-fi""},{""genres"":""Atmospheric""},{""genres"":""Story Rich""},{""genres"":""Sandbox""},{""genres"":""Great Soundtrack""},{""genres"":""Multiplayer""}]","13 May, 2021",Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Dive into a freezing underwater adventure on an alien planet. Below Zero is set two years after the original Subnautica. Return to Planet 4546B to uncover the truth behind a deadly cover-up. Survive by building habitats, crafting tools, & diving deeper into the world of Subnautica.",¥ 99,null
https://store.steampowered.com/app/242760/The_Forest/?snr=1_7_7_globaltopsellers_150_1,The Forest,"[{""genres"":""Open World Survival Craft""},{""genres"":""Survival""},{""genres"":""Open World""},{""genres"":""Horror""},{""genres"":""Crafting""},{""genres"":""Adventure""},{""genres"":""Building""},{""genres"":""Survival Horror""},{""genres"":""First-Person""},{""genres"":""Action""},{""genres"":""Exploration""},{""genres"":""Sandbox""},{""genres"":""Atmospheric""},{""genres"":""Simulation""},{""genres"":""Singleplayer""},{""genres"":""Indie""},{""genres"":""Realistic""},{""genres"":""Gore""},{""genres"":""Early Access""},{""genres"":""Zombies""}]","30 Apr, 2018",Endnight Games Ltd,Endnight Games Ltd,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",null,¥ 31
https://store.steampowered.com/app/881100/Noita/?snr=1_7_7_globaltopsellers_150_2,Noita,"[{""genres"":""Difficult""},{""genres"":""Roguelike""},{""genres"":""Dungeon Crawler""},{""genres"":""Physics""},{""genres"":""Action""},{""genres"":""Indie""},{""genres"":""RPG""},{""genres"":""Action Roguelike""},{""genres"":""Open World""},{""genres"":""Roguelite""},{""genres"":""Perma Death""},{""genres"":""Sandbox""},{""genres"":""2D""},{""genres"":""2D Platformer""},{""genres"":""Action-Adventure""},{""genres"":""Gun Customization""},{""genres"":""Dark Humor""},{""genres"":""Mythology""},{""genres"":""Crafting""},{""genres"":""Pixel Graphics""}]","15 Oct, 2020",Nolla Games,Nolla Games,"Noita is a magical action roguelite set in a world where every pixel is physically simulated. Fight, explore, melt, burn, freeze and evaporate your way through the procedurally generated world using spells you've created yourself.",null,¥ 49
https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_globaltopsellers_150_1,Cyberpunk 2077,"[{""genres"":""Cyberpunk""},{""genres"":""Open World""},{""genres"":""RPG""},{""genres"":""Sci-fi""},{""genres"":""Futuristic""},{""genres"":""Singleplayer""},{""genres"":""FPS""},{""genres"":""First-Person""},{""genres"":""Atmospheric""},{""genres"":""Nudity""},{""genres"":""Exploration""},{""genres"":""Story Rich""},{""genres"":""Mature""},{""genres"":""Action""},{""genres"":""Violent""},{""genres"":""Great Soundtrack""},{""genres"":""Action RPG""},{""genres"":""Adventure""},{""genres"":""Immersive Sim""},{""genres"":""Character Customization""}]","9 Dec, 2020",CD PROJEKT RED,CD PROJEKT RED,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. You play as V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality.",null,¥ 238
https://store.steampowered.com/app/513710/SCUM/?snr=1_7_7_globaltopsellers_150_2,SCUM,"[{""genres"":""Survival""},{""genres"":""Open World Survival Craft""},{""genres"":""Multiplayer""},{""genres"":""Open World""},{""genres"":""Zombies""},{""genres"":""Massively Multiplayer""},{""genres"":""Action""},{""genres"":""Early Access""},{""genres"":""Adventure""},{""genres"":""Crafting""},{""genres"":""Realistic""},{""genres"":""Nudity""},{""genres"":""Violent""},{""genres"":""FPS""},{""genres"":""Singleplayer""},{""genres"":""Indie""},{""genres"":""PvP""},{""genres"":""Third Person""},{""genres"":""Gore""},{""genres"":""RPG""}]","29 Aug, 2018",Gamepires,Gamepires,"SCUM aims to evolve the multiplayer open world survival game with unprecedented levels of character customization, control and progression, where knowledge and skills are the ultimate weapons for long-term survival.",null,¥ 77.40
https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey/?snr=1_7_7_globaltopsellers_150_1,Assassin's Creed® Odyssey,"[{""genres"":""Open World""},{""genres"":""RPG""},{""genres"":""Assassin""},{""genres"":""Singleplayer""},{""genres"":""Action""},{""genres"":""Adventure""},{""genres"":""Historical""},{""genres"":""Stealth""},{""genres"":""Story Rich""},{""genres"":""Female Protagonist""},{""genres"":""Parkour""},{""genres"":""Third Person""},{""genres"":""Sexual Content""},{""genres"":""Choices Matter""},{""genres"":""Violent""},{""genres"":""Multiplayer""},{""genres"":""Atmospheric""},{""genres"":""Nudity""},{""genres"":""Great Soundtrack""},{""genres"":""Gore""}]","5 Oct, 2018",Ubisoft Quebec,Ubisoft,"Choose your fate in Assassin's Creed® Odyssey. From outcast to living legend, embark on an odyssey to uncover the secrets of your past and change the fate of Ancient Greece.",null,¥ 74
https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_globaltopsellers_150_1,Rust,"[{""genres"":""Survival""},{""genres"":""Crafting""},{""genres"":""Multiplayer""},{""genres"":""Open World""},{""genres"":""Open World Survival Craft""},{""genres"":""Building""},{""genres"":""Sandbox""},{""genres"":""PvP""},{""genres"":""Adventure""},{""genres"":""First-Person""},{""genres"":""Action""},{""genres"":""FPS""},{""genres"":""Nudity""},{""genres"":""Co-op""},{""genres"":""Shooter""},{""genres"":""Online Co-Op""},{""genres"":""Indie""},{""genres"":""Early Access""},{""genres"":""Post-apocalyptic""},{""genres"":""Simulation""}]","8 Feb, 2018",Facepunch Studios,Facepunch Studios,"The only aim in Rust is to survive - Overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals. Protect yourself from other players.",null,¥ 77
https://store.steampowered.com/app/1293830/Forza_Horizon_4/?snr=1_7_7_globaltopsellers_150_2,Forza Horizon 4,"[{""genres"":""Racing""},{""genres"":""Open World""},{""genres"":""Driving""},{""genres"":""Multiplayer""},{""genres"":""Online Co-Op""},{""genres"":""Singleplayer""},{""genres"":""Automobile Sim""},{""genres"":""Adventure""},{""genres"":""Realistic""},{""genres"":""PvP""},{""genres"":""Action""},{""genres"":""Arcade""},{""genres"":""Exploration""},{""genres"":""Simulation""},{""genres"":""Sports""},{""genres"":""Atmospheric""},{""genres"":""First-Person""},{""genres"":""Great Soundtrack""},{""genres"":""Funny""},{""genres"":""Controller""}]","9 Mar, 2021",Playground Games,Xbox Game Studios,Dynamic seasons change everything at the world’s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world.,¥ 188,null
https://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_globaltopsellers_150_2,Oxygen Not Included,"[{""genres"":""Colony Sim""},{""genres"":""Base Building""},{""genres"":""Survival""},{""genres"":""Resource Management""},{""genres"":""Building""},{""genres"":""Singleplayer""},{""genres"":""Simulation""},{""genres"":""Management""},{""genres"":""2D""},{""genres"":""Sandbox""},{""genres"":""Strategy""},{""genres"":""Space""},{""genres"":""Indie""},{""genres"":""Sci-fi""},{""genres"":""Exploration""},{""genres"":""Open World""},{""genres"":""Difficult""},{""genres"":""Early Access""},{""genres"":""Adventure""},{""genres"":""Space Sim""}]","30 Jul, 2019",Klei Entertainment,Klei Entertainment,"Oxygen Not Included is a space-colony simulation game. Deep inside an alien space rock your industrious crew will need to master science, overcome strange new lifeforms, and harness incredible space tech to survive, and possibly, thrive.",null,¥ 23
https://store.steampowered.com/app/1118010/Monster_Hunter_World_Iceborne/?snr=1_7_7_globaltopsellers_150_2,Monster Hunter World: Iceborne,"[{""genres"":""Action""},{""genres"":""Multiplayer""},{""genres"":""Open World""},{""genres"":""Co-op""},{""genres"":""Hunting""},{""genres"":""Difficult""},{""genres"":""Third Person""},{""genres"":""Singleplayer""},{""genres"":""Online Co-Op""},{""genres"":""Adventure""},{""genres"":""Character Customization""},{""genres"":""RPG""},{""genres"":""Exploration""},{""genres"":""Dragons""},{""genres"":""Hack and Slash""},{""genres"":""JRPG""},{""genres"":""Story Rich""},{""genres"":""Souls-like""},{""genres"":""MMORPG""},{""genres"":""PvE""}]","9 Jan, 2020","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",null,null,¥ 168
https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_globaltopsellers_150_2,Stardew Valley,"[{""genres"":""Farming Sim""},{""genres"":""Life Sim""},{""genres"":""RPG""},{""genres"":""Pixel Graphics""},{""genres"":""Agriculture""},{""genres"":""Simulation""},{""genres"":""Multiplayer""},{""genres"":""Relaxing""},{""genres"":""Crafting""},{""genres"":""Sandbox""},{""genres"":""Indie""},{""genres"":""Building""},{""genres"":""Singleplayer""},{""genres"":""Casual""},{""genres"":""Open World""},{""genres"":""2D""},{""genres"":""Great Soundtrack""},{""genres"":""Cute""},{""genres"":""Dating Sim""},{""genres"":""Fishing""}]","26 Feb, 2016",ConcernedApe,ConcernedApe,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?",¥ 48,null
https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_globaltopsellers_150_1,Terraria,"[{""genres"":""Open World Survival Craft""},{""genres"":""Sandbox""},{""genres"":""Survival""},{""genres"":""2D""},{""genres"":""Multiplayer""},{""genres"":""Adventure""},{""genres"":""Crafting""},{""genres"":""Building""},{""genres"":""Pixel Graphics""},{""genres"":""Exploration""},{""genres"":""Co-op""},{""genres"":""Open World""},{""genres"":""Indie""},{""genres"":""Online Co-Op""},{""genres"":""Action""},{""genres"":""RPG""},{""genres"":""Singleplayer""},{""genres"":""Replay Value""},{""genres"":""Platformer""},{""genres"":""Atmospheric""}]","16 May, 2011",Re-Logic,Re-Logic,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!",null,¥ 18
https://store.steampowered.com/app/1328670/Mass_Effect_Legendary_Edition/?snr=1_7_7_globaltopsellers_150_1,Mass Effect™ Legendary Edition,"[{""genres"":""RPG""},{""genres"":""Story Rich""},{""genres"":""Action""},{""genres"":""Sci-fi""},{""genres"":""Choices Matter""},{""genres"":""Action RPG""},{""genres"":""Third-Person Shooter""},{""genres"":""Singleplayer""},{""genres"":""Space""},{""genres"":""Shooter""},{""genres"":""Great Soundtrack""},{""genres"":""Tactical RPG""},{""genres"":""Military""},{""genres"":""Sexual Content""},{""genres"":""Character Customization""},{""genres"":""Combat""},{""genres"":""Atmospheric""},{""genres"":""Classic""},{""genres"":""Nudity""},{""genres"":""Female Protagonist""}]","14 May, 2021",BioWare,null,"The Mass Effect™ Legendary Edition includes single-player base content and over 40 DLC from the highly acclaimed Mass Effect, Mass Effect 2, and Mass Effect 3 games, including promo weapons, armors, and packs — remastered and optimized for 4K Ultra HD.",¥ 248,null
https://store.steampowered.com/app/275850/No_Mans_Sky/?snr=1_7_7_globaltopsellers_150_1,No Man's Sky,"[{""genres"":""Open World""},{""genres"":""Open World Survival Craft""},{""genres"":""Space""},{""genres"":""Exploration""},{""genres"":""Sci-fi""},{""genres"":""Survival""},{""genres"":""Procedural Generation""},{""genres"":""Adventure""},{""genres"":""First-Person""},{""genres"":""Singleplayer""},{""genres"":""Sandbox""},{""genres"":""Atmospheric""},{""genres"":""Crafting""},{""genres"":""Multiplayer""},{""genres"":""Space Sim""},{""genres"":""Indie""},{""genres"":""Action""},{""genres"":""Simulation""},{""genres"":""FPS""},{""genres"":""Great Soundtrack""}]","12 Aug, 2016",Hello Games,Hello Games,No Man's Sky is a game about exploration and survival in an infinite procedurally generated universe.,null,¥ 69
https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_globaltopsellers_150_1,Satisfactory,"[{""genres"":""Base Building""},{""genres"":""Open World""},{""genres"":""Automation""},{""genres"":""Multiplayer""},{""genres"":""Crafting""},{""genres"":""Co-op""},{""genres"":""Resource Management""},{""genres"":""Building""},{""genres"":""Sandbox""},{""genres"":""Exploration""},{""genres"":""Adventure""},{""genres"":""Simulation""},{""genres"":""Strategy""},{""genres"":""Early Access""},{""genres"":""Indie""},{""genres"":""Open World Survival Craft""},{""genres"":""Survival""},{""genres"":""First-Person""},{""genres"":""Singleplayer""},{""genres"":""Sci-fi""}]","8 Jun, 2020",Coffee Stain Studios,Coffee Stain Publishing,"Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. Play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!",null,¥ 79
https://store.steampowered.com/app/1097150/Fall_Guys_Ultimate_Knockout/?snr=1_7_7_globaltopsellers_150_2,Fall Guys: Ultimate Knockout,"[{""genres"":""Multiplayer""},{""genres"":""Funny""},{""genres"":""Battle Royale""},{""genres"":""Online Co-Op""},{""genres"":""Family Friendly""},{""genres"":""Party Game""},{""genres"":""Comedy""},{""genres"":""Cute""},{""genres"":""Casual""},{""genres"":""Physics""},{""genres"":""Massively Multiplayer""},{""genres"":""Colorful""},{""genres"":""3D Platformer""},{""genres"":""Indie""},{""genres"":""Co-op""},{""genres"":""Action""},{""genres"":""Controller""},{""genres"":""Great Soundtrack""},{""genres"":""Difficult""},{""genres"":""Local Co-Op""}]","4 Aug, 2020",Mediatonic,null,Fall Guys is a massively multiplayer party game with up to 60 players online in a free-for-all struggle through round after round of escalating chaos until one victor remains!,¥ 58,Your Price:¥ 154.86
https://store.steampowered.com/app/1222680/Need_for_Speed_Heat/?snr=1_7_7_globaltopsellers_150_1,Need for Speed™ Heat,"[{""genres"":""Racing""},{""genres"":""Open World""},{""genres"":""Multiplayer""},{""genres"":""Driving""},{""genres"":""Action""},{""genres"":""Adventure""},{""genres"":""Singleplayer""},{""genres"":""Co-op""},{""genres"":""Atmospheric""},{""genres"":""Combat Racing""},{""genres"":""Third Person""},{""genres"":""Sports""},{""genres"":""Arcade""},{""genres"":""First-Person""},{""genres"":""Online Co-Op""},{""genres"":""PvP""},{""genres"":""Split Screen""},{""genres"":""Character Customization""},{""genres"":""Destruction""},{""genres"":""Sexual Content""}]","8 Nov, 2019",Ghost Games,Electronic Arts,"Hustle by day and risk it all at night in Need for Speed™ Heat Deluxe Edition, a white-knuckle street racer, where the lines of the law fade as the sun starts to set.",null,¥ 57
https://store.steampowered.com/app/552520/Far_Cry_5/?snr=1_7_7_globaltopsellers_150_1,Far Cry® 5,"[{""genres"":""Open World""},{""genres"":""Co-op""},{""genres"":""Action""},{""genres"":""FPS""},{""genres"":""Multiplayer""},{""genres"":""Adventure""},{""genres"":""Shooter""},{""genres"":""Singleplayer""},{""genres"":""First-Person""},{""genres"":""Survival""},{""genres"":""Story Rich""},{""genres"":""Stealth""},{""genres"":""America""},{""genres"":""Hunting""},{""genres"":""Exploration""},{""genres"":""Atmospheric""},{""genres"":""Character Customization""},{""genres"":""Great Soundtrack""},{""genres"":""Sexual Content""},{""genres"":""Nudity""}]","26 Mar, 2018",Ubisoft Montreal,Ubisoft,"Welcome to Hope County, Montana, home to a fanatical doomsday cult known as Eden’s Gate. Stand up to cult leader Joseph Seed & his siblings, the Heralds, to spark the fires of resistance & liberate the besieged community.",null,¥ 44
https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_globaltopsellers_150_1,Raft,"[{""genres"":""Survival""},{""genres"":""Open World Survival Craft""},{""genres"":""Multiplayer""},{""genres"":""Co-op""},{""genres"":""Crafting""},{""genres"":""Open World""},{""genres"":""Building""},{""genres"":""Base Building""},{""genres"":""Adventure""},{""genres"":""Online Co-Op""},{""genres"":""Sandbox""},{""genres"":""Early Access""},{""genres"":""First-Person""},{""genres"":""Singleplayer""},{""genres"":""Underwater""},{""genres"":""Simulation""},{""genres"":""Action""},{""genres"":""Indie""},{""genres"":""Strategy""},{""genres"":""Massively Multiplayer""}]","23 May, 2018",Redbeet Interactive,Axolot Games,"Raft throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",null,¥ 45
https://store.steampowered.com/app/629820/Maneater/?snr=1_7_7_globaltopsellers_150_1,Maneater,"[{""genres"":""Dark Humor""},{""genres"":""Nature""},{""genres"":""Underwater""},{""genres"":""Open World""},{""genres"":""Action RPG""},{""genres"":""Singleplayer""},{""genres"":""Exploration""},{""genres"":""Narration""},{""genres"":""Third Person""},{""genres"":""Violent""},{""genres"":""Female Protagonist""},{""genres"":""Action-Adventure""},{""genres"":""RPG""},{""genres"":""Action""},{""genres"":""Simulation""},{""genres"":""Gore""},{""genres"":""Atmospheric""},{""genres"":""Adventure""},{""genres"":""Satire""},{""genres"":""Indie""}]","25 May, 2021",Tripwire Interactive,null,"Experience the ultimate power fantasy as the apex predator of the seas - a giant Shark! Terrorize the coastal waterways. Tear swimmers and divers limb from limb, give the humans a reason to fear you!",null,¥ 98
